name,country,span,matches,innings,not_out,runs,highest_score,average,balls_faced,strike_rate,100s,50s,duck,4s,6s
Imran Khan,PORT,2019-2021,8,6,1,54,36,10.80,47,114.89,0,0,1,3,3
MSS Mandy,Chile,2019-2019,4,4,0,54,32,13.50,67,80.59,0,0,0,8,0
Murid Ekrami,Belg,2019-2021,11,7,2,54,28,10.80,60,90.00,0,0,0,2,1
AK Muslar,Blz,2019-2021,9,9,2,54,15,7.71,99,54.54,0,0,2,3,2
SMA Priyanjan,SL,2017-2017,3,3,2,54,40*,54.00,62,87.09,0,0,0,1,2
R Ravindra,NZ,2021-2021,6,6,0,54,20,9.00,55,98.18,0,0,2,6,1
Aphsal Ashraf,KUW,2020-2020,5,3,1,53,45*,26.50,32,165.62,0,0,0,1,5
Arsalan Arif,Aut,2019-2021,2,2,1,53,27,53.00,39,135.89,0,0,0,9,0
B Mavuta,ZIM,2018-2022,9,7,4,53,28,17.66,36,147.22,0,0,1,3,3
OF Smith,WI,2018-2022,10,5,0,53,24,10.60,34,155.88,0,0,0,4,4
Usman Limbada,CAN,2010-2013,7,3,2,53,21*,53.00,41,129.26,0,0,0,6,0
Asad Mahmood,SUI,2021-2021,4,3,0,52,33,17.33,36,144.44,0,0,0,3,4
G Caisley,,2019-2019,4,4,0,52,38,13.00,59,88.13,0,0,1,3,2
SJ Cotter,Samoa,2019-2019,4,4,0,52,25,13.00,62,83.87,0,0,0,4,1
S Hook,EST,2021-2021,5,5,0,52,23,10.40,70,74.28,0,0,1,3,2
AF Ifill,Caym,2019-2022,11,9,3,52,9*,8.66,82,63.41,0,0,0,2,1
RP Magar,NEPAL,2014-2015,6,6,0,52,25,8.66,89,58.42,0,0,1,0,3
Ovais Yousof,NGA,2019-2019,3,3,0,52,33,17.33,70,74.28,0,0,0,5,0
NA Rock,IRE,2021-2021,13,8,1,52,22,7.42,56,92.85,0,0,0,3,0
IS Billcliff,CAN,2010-2010,2,2,0,51,37,25.50,39,130.76,0,0,0,3,2
A Gbla,SLE,2021-2021,8,7,1,51,29*,8.50,54,94.44,0,0,1,2,3
TGJ Gruijters,NED,2012-2013,8,5,3,51,21*,25.50,47,108.51,0,0,0,3,1
Junaid Siddiqui,CAN,2012-2022,20,8,3,51,21,10.20,45,113.33,0,0,1,2,2
PWA Mulder,SA,2021-2021,5,3,1,51,36,25.50,44,115.90,0,0,0,3,2
Raqibul Hasan,BAN,2008-2010,5,5,0,51,18,10.20,62,82.25,0,0,0,3,1
J Reb,SRB,2019-2021,6,6,0,51,19,8.50,60,85.00,0,0,0,3,2
Sapan Mehta,Fin,2022-2022,3,3,0,51,33,17.00,51,100.00,0,0,0,3,0
Umer Imtiaz,BHR,2022-2022,4,4,0,51,42,12.75,61,83.60,0,0,1,3,2
HA Varaiya,KENYA,2007-2013,25,12,11,51,18*,51.00,81,62.96,0,0,0,1,0
AG Weligamage,HUN,2021-2022,10,7,4,51,21,17.00,41,124.39,0,0,0,0,5
Z Arinaitwe,UGA,2019-2020,6,6,0,50,15,8.33,60,83.33,0,0,0,8,1
T Filer,EST,2021-2021,5,5,0,50,38,10.00,55,90.90,0,0,3,4,1
R Fox,Bhm,2022-2022,4,4,2,50,24*,25.00,44,113.63,0,0,1,4,2
Hamid Hassan,AFG,2010-2021,25,9,6,50,22,16.66,46,108.69,0,0,0,3,2
MO Kain,USA,2021-2021,2,2,1,50,39*,50.00,26,192.30,0,0,0,4,3
R Kumar,ROM,2019-2022,10,5,2,50,32,16.66,33,151.51,0,0,1,7,1
Md Nurul Huda,Fin,2019-2019,5,4,2,50,30*,25.00,32,156.25,0,0,0,4,2
Mohammad Yousuf,PAK,2006-2010,3,3,0,50,26,16.66,43,116.27,0,0,0,5,1
M Whelan,GIBR,2022-2022,6,5,1,50,27,12.50,45,111.11,0,0,0,3,1
U Bhatti,CAN,2008-2010,7,7,3,49,12,12.25,48,102.08,0,0,0,3,1
CU Jayasinghe,SL,2009-2010,5,3,2,49,38,49.00,49,100.00,0,0,0,3,1
A Khan,DEN/ENG,2009-2022,9,7,0,49,16,7.00,54,90.74,0,0,0,2,1
HG Kuhn,SA,2009-2017,7,6,2,49,29,12.25,42,116.66,0,0,0,3,2
Nanda Kumar,CRC,2019-2019,3,3,0,49,39,16.33,58,84.48,0,0,1,3,2
SD Outerbridge,BMUDA,2008-2008,3,3,1,49,37*,24.50,51,96.07,0,0,0,2,1
E Packard,GIBR,2019-2021,8,7,0,49,26,7.00,73,67.12,0,0,0,3,1
DA Rankin,IRE,2015-2016,2,2,0,49,34,24.50,54,90.74,0,0,0,3,2
P Silas,BOT,2019-2021,8,4,1,49,20,16.33,50,98.00,0,0,0,1,2
BN Toube,CAM,2021-2021,4,4,0,49,21,12.25,47,104.25,0,0,1,7,1
Usman Arif,NOR,2021-2021,4,4,0,49,33,12.25,27,181.48,0,0,1,2,5
K Weeraratne,SL,2008-2009,5,5,2,49,20*,16.33,45,108.88,0,0,0,4,1
J Alegra,PHI,2022-2022,5,4,1,48,27*,16.00,72,66.66,0,0,0,2,0
GC Galanis,GRC,2019-2021,6,4,1,48,19*,16.00,24,200.00,0,0,1,4,4
D Johnson,Caym,2022-2022,3,2,1,48,44,48.00,23,208.69,0,0,0,1,5
Muhammad Nadeem,Saudi,2019-2019,5,3,0,48,43,16.00,49,97.95,0,0,0,7,1
MIA Patel,MWI,2019-2019,3,2,1,48,40*,48.00,44,109.09,0,0,0,6,1
Qalandar Khan,QAT,2019-2019,4,3,0,48,25,16.00,43,111.62,0,0,0,2,3
YSD Seneveratne,Caym,2019-2019,6,6,0,48,19,8.00,79,60.75,0,0,1,5,1
Sheraz Sheikh,Belg,2021-2021,7,5,1,48,19*,12.00,54,88.88,0,0,0,5,1
J Singye,BHU,2019-2019,2,2,0,48,40,24.00,64,75.00,0,0,0,2,0
Tafseer Ali,NOR,2019-2022,8,7,1,48,19,8.00,82,58.53,0,0,0,2,0
C Zhuwao,ZIM,2008-2018,7,7,0,48,24,6.85,66,72.72,0,0,4,7,1
M Aboagye,Ghana,2019-2019,3,3,1,47,24,23.50,53,88.67,0,0,0,3,0
KS Bagabena,Ghana,2019-2021,15,6,3,47,23*,15.66,47,100.00,0,0,1,2,0
Festus Benn,Bhm,2022-2022,5,5,1,47,14*,11.75,60,78.33,0,0,0,1,1
K Gore,USA,2019-2021,8,3,1,47,31,23.50,28,167.85,0,0,0,4,2
IG Holland,USA,2021-2021,6,3,1,47,39*,23.50,52,90.38,0,0,0,4,0
H Ivanov,BUL,2019-2021,13,8,1,47,15,6.71,51,92.15,0,0,2,3,1
AB Kamara,SLE,2021-2021,9,7,2,47,10*,9.40,70,67.14,0,0,1,2,0
J Marples,GIBR,2021-2022,15,7,2,47,16,9.40,58,81.03,0,0,0,3,0
Sikander Billah,BHR,2022-2022,3,2,1,47,33,47.00,31,151.61,0,0,0,5,1
H Thaker,CAN,2019-2022,11,4,1,47,28*,15.66,29,162.06,0,0,0,3,3
D Uwimana,RWN,2021-2021,6,5,3,47,16*,23.50,69,68.11,0,0,0,5,0
Washington Sundar,INDIA,2017-2021,31,11,4,47,14*,6.71,32,146.87,0,0,3,4,3
D Weston,GER,2019-2019,6,6,0,47,18,7.83,54,87.03,0,0,2,5,1
A Zampa,AUS,2016-2022,62,14,7,47,13*,6.71,55,85.45,0,0,2,4,0
Ali Farasat,HUN,2022-2022,6,5,0,46,21,9.20,35,131.42,0,0,0,4,2
CA Brown,Blz,2021-2021,4,4,0,46,27,11.50,61,75.40,0,0,0,6,0
KM Dabengwa,ZIM,2006-2010,8,7,3,46,16*,11.50,40,115.00,0,0,0,4,2
K Gupta,Chile,2019-2019,4,4,1,46,19*,15.33,64,71.87,0,0,1,1,0
JW Hastings,AUS,2010-2016,9,6,2,46,15,11.50,37,124.32,0,0,0,3,1
MM Iqbal,SCOT,2012-2013,6,3,0,46,31,15.33,45,102.22,0,0,0,4,1
S Lamichhane,ICC/NEPAL,2018-2022,39,15,7,46,16*,5.75,51,90.19,0,0,2,2,1
AS Mehmi,GRC,2019-2021,7,5,1,46,21*,11.50,55,83.63,0,0,1,3,1
HER Tyler,PHI,2019-2022,7,6,0,46,23,7.66,64,71.87,0,0,0,4,0
JJ van der Wath,SA,2006-2007,8,4,1,46,21,15.33,39,117.94,0,0,0,3,1
S Ateak,Ghana,2019-2019,3,3,0,45,26,15.00,48,93.75,0,0,0,6,1
L Gregory,ENG,2019-2021,9,7,1,45,15,7.50,41,109.75,0,0,1,2,2
Haseeb Amjad,HKG,2014-2016,18,10,6,45,12*,11.25,45,100.00,0,0,0,3,1
MG Hunter,GIBR,2019-2019,4,3,0,45,27,15.00,61,73.77,0,0,0,2,1
I Kaia,ZIM,2021-2022,4,4,0,45,19,11.25,53,84.90,0,0,0,4,0
NJ Maddinson,AUS,2013-2018,6,4,0,45,34,11.25,35,128.57,0,0,0,6,1
JWN Moses,BOT,2019-2021,7,6,0,45,20,7.50,50,90.00,0,0,0,4,1
Nazril Rahman,MAL,2019-2020,11,6,2,45,24*,11.25,49,91.83,0,0,1,4,0
NK Patel,USA,2019-2021,12,6,3,45,25,15.00,46,97.82,0,0,1,4,0
Yasar Haroon,,2019-2019,4,4,0,45,29,11.25,62,72.58,0,0,0,4,1
Zohaib Sarwar,PORT,2019-2019,4,4,1,45,33*,15.00,46,97.82,0,0,2,1,4
JM Davison,CAN,2008-2010,5,5,0,44,19,8.80,40,110.00,0,0,2,2,3
GF Gomes,MOZ,2019-2019,7,6,1,44,28,8.80,46,95.65,0,0,1,6,1
Ismat Ullah,,2019-2019,4,4,0,44,42,11.00,47,93.61,0,0,1,4,1
Omar Hussain,LES,2021-2021,6,6,0,44,33,7.33,54,81.48,0,0,2,4,1
Saad Nasim,PAK,2014-2014,3,2,0,44,25,22.00,53,83.01,0,0,0,0,1
PA van Meekeren,NED,2013-2021,46,12,2,44,18,4.40,47,93.61,0,0,4,1,3
RGA Amah,CAM,2021-2021,4,4,0,43,18,10.75,77,55.84,0,0,0,3,0
S Badree,WI/World,2012-2018,52,16,10,43,14*,7.16,65,66.15,0,0,0,1,1
S Badrinath,INDIA,2011-2011,1,1,0,43,43,43.00,37,116.21,0,0,0,5,0
TS Chisoro,ZIM,2015-2020,14,7,3,43,14*,10.75,47,91.48,0,0,0,2,2
Jubaid Ahamed,Fran,2021-2021,4,4,1,43,13,14.33,37,116.21,0,0,0,2,2
Kuldeep Yadav,INDIA,2017-2022,24,3,2,43,23*,43.00,48,89.58,0,0,0,2,0
NO Miller,WI,2009-2014,9,5,4,43,15*,43.00,47,91.48,0,0,0,2,0
D Ndikubwimana,RWN,2021-2021,5,5,1,43,22,10.75,70,61.42,0,0,1,3,0
D Nikolov,BUL,2019-2021,15,10,2,43,14,5.37,81,53.08,0,0,2,3,0
J Perman,ESP,2019-2021,7,4,1,43,30*,14.33,36,119.44,0,0,0,3,3
SE Rutherford,WI,2018-2020,6,4,0,43,26,10.75,36,119.44,0,0,0,1,3
Ali Nayyer,SUI,2021-2021,4,3,1,43,27,21.50,37,116.21,0,0,0,3,3
E Sebareme,RWN,2021-2021,6,6,1,43,16,8.60,27,159.25,0,0,0,4,1
Vinay Ravi,NOR,2021-2022,9,7,4,43,14*,14.33,35,122.85,0,0,0,3,1
Abdullah Jasat,PNM,2021-2021,6,6,1,42,17*,8.40,34,123.52,0,0,1,4,2
Amjad Ali,UAE,2014-2015,5,5,1,42,20,10.50,52,80.76,0,0,0,6,0
Azyan Farhath,Mald,2019-2021,6,6,1,42,22*,8.40,63,66.66,0,0,0,3,0
F Baaleri,Ghana,2019-2019,4,4,0,42,17,10.50,60,70.00,0,0,0,6,0
M Cope,LUX,2019-2021,10,7,4,42,15*,14.00,45,93.33,0,0,0,5,0
SP Guzman,PNM,2021-2021,5,5,0,42,13,8.40,52,80.76,0,0,0,6,1
Hisham Sheikh,Saudi,2021-2021,4,3,1,42,22,21.00,35,120.00,0,0,0,4,0
NG Jones,IRE,2010-2012,5,4,2,42,14*,21.00,38,110.52,0,0,1,1,2
N Krishna,SEY,2021-2021,6,6,0,42,20,7.00,54,77.77,0,0,0,5,0
Muaviath Ganee,Mald,2019-2019,5,4,0,42,19,10.50,44,95.45,0,0,0,3,1
LE Plunkett,ENG,2006-2019,22,11,4,42,18,6.00,34,123.52,0,0,3,3,1
AT Rayudu,INDIA,2014-2016,6,5,1,42,20,10.50,50,84.00,0,0,2,5,0
M Sert,TKY,2019-2019,4,4,1,42,16,14.00,59,71.18,0,0,0,5,0
Abdullah Shafique,PAK,2020-2020,3,3,1,41,41*,20.50,37,110.81,0,0,2,4,1
Abdur Razzak,BAN,2006-2014,34,20,10,41,9,4.10,74,55.40,0,0,5,1,0
Ali Mohammadipour,Iran,2020-2020,3,3,1,41,19,20.50,44,93.18,0,0,0,6,0
Asad Ali Rehemtulla,BUL,2020-2022,8,8,3,41,16,8.20,49,83.67,0,0,1,3,0
S Browne,LUX,2020-2020,4,4,0,41,21,10.25,49,83.67,0,0,1,4,0
Imran Ameer,MLT,2022-2022,3,3,3,41,28*,-,33,124.24,0,0,0,4,0
KA Jamieson,NZ,2020-2021,8,4,2,41,30,20.50,27,151.85,0,0,0,7,0
K Jethi,CAN,2008-2008,5,5,1,41,24,10.25,59,69.49,0,0,1,0,2
J Jojo,DEN,2019-2022,10,7,4,41,13,13.66,31,132.25,0,0,1,1,1
K Pala,PNG,2015-2015,2,2,1,41,22*,41.00,30,136.66,0,0,0,4,2
D Sheeli,KUW,2019-2020,5,5,0,41,19,8.20,43,95.34,0,0,0,5,0
Usman Khan,Fran,2021-2021,4,4,0,41,25,10.25,40,102.50,0,0,1,5,1
M Vaik,EST,2021-2021,6,6,0,41,14,6.83,76,53.94,0,0,1,1,0
Amir Hamza,AFG,2013-2021,33,9,5,40,21,10.00,38,105.26,0,0,1,3,1
BCJ Cutting,AUS/World,2013-2017,7,5,1,40,29,10.00,27,148.14,0,0,1,2,3
BC Fortuin,SA,2019-2021,13,6,2,40,17*,10.00,32,125.00,0,0,1,6,0
Imran Bulbulia,PNM,2019-2019,3,3,0,40,32,13.33,42,95.23,0,0,1,4,1
S Rakshit,CZK-R,2019-2019,6,5,1,40,21,10.00,44,90.90,0,0,1,5,1
S Ravikumar,CRC,2019-2019,3,3,1,40,29*,20.00,44,90.90,0,0,1,3,1
Sahibzada Farhan,PAK,2018-2018,3,3,0,40,39,13.33,46,86.95,0,0,1,2,3
ACF Stokes,GUE,2019-2022,11,7,0,40,16,5.71,42,95.23,0,0,3,6,0
F Stoman,PORT,2019-2019,4,4,1,40,21*,13.33,61,65.57,0,0,0,1,1
Tariq Aziz,PORT,2019-2019,4,4,1,40,23,13.33,47,85.10,0,0,1,1,2
J Theron,SA/USA,2010-2021,13,5,5,40,31*,-,26,153.84,0,0,0,4,1
KDK Vithanage,SL,2014-2016,3,3,0,40,38,13.33,34,117.64,0,0,0,7,0
GK Berg,ITA,2021-2021,6,6,2,39,12*,9.75,59,66.10,0,0,0,1,1
RR David,CAN,2008-2008,4,4,0,39,17,9.75,65,60.00,0,0,0,2,1
RD Gaikwad,INDIA,2021-2022,3,3,0,39,21,13.00,36,108.33,0,0,0,4,0
A Manepalli,LUX,2020-2021,6,5,1,39,22,9.75,40,97.50,0,0,0,2,1
Munir Dar,HKG,2014-2014,2,2,0,39,36,19.50,33,118.18,0,0,0,3,1
Rafatullah Mohmand,PAK,2015-2015,3,3,0,39,23,13.00,45,86.66,0,0,1,4,0
KB Ahir,PNM,2019-2021,8,5,5,39,32*,-,41,95.12,0,0,0,5,1
S Tobgay,BHU,2019-2019,2,2,0,39,24,19.50,58,67.24,0,0,0,1,0
D Ahir,PNM,2021-2021,5,5,0,38,16,7.60,36,105.55,0,0,2,3,2
RI Ahmed,NED,2015-2015,2,2,0,38,25,19.00,50,76.00,0,0,0,2,0
Ameer Saiyed,BOT,2019-2019,4,3,0,38,22,12.66,47,80.85,0,0,0,4,0
R Flannigan,SCOT,2012-2012,4,4,1,38,18,12.66,33,115.15,0,0,1,4,0
Imran Haider,ROM,2019-2021,4,3,0,38,19,12.66,40,95.00,0,0,0,4,1
NR Johns-Wickberg,SRB,2021-2021,4,4,0,38,24,9.50,37,102.70,0,0,0,6,0
AK Kitchen,NZ,2017-2018,5,4,1,38,16,12.66,32,118.75,0,0,0,3,1
BF Mailata,Samoa,2019-2019,4,4,0,38,17,9.50,48,79.16,0,0,0,2,1
Mohammed Sameer,BHR,2020-2020,2,2,0,38,28,19.00,29,131.03,0,0,0,6,1
D Mongia,INDIA,2006-2006,1,1,0,38,38,38.00,45,84.44,0,0,0,4,1
F Mutizwa,ZIM,2011-2012,3,3,0,38,22,12.66,36,105.55,0,0,1,3,0
D Padikkal,INDIA,2021-2021,2,2,0,38,29,19.00,38,100.00,0,0,0,2,1
H Pragji,BOT,2019-2019,4,4,1,38,30*,12.66,65,58.46,0,0,0,1,0
Usman Khalid,Saudi,2021-2021,3,3,0,38,16,12.66,46,82.60,0,0,0,1,2
DV Varghese,BUL,2020-2022,19,7,4,38,17,12.66,51,74.50,0,0,0,2,0
DS Vosloo,MLT,2021-2021,2,2,1,38,23*,38.00,37,102.70,0,0,0,2,0
BJ Watling,NZ,2009-2014,5,4,0,38,22,9.50,58,65.51,0,0,0,3,0
U Aryaman Sunil,SGP,2019-2020,5,4,0,37,16,9.25,24,154.16,0,0,0,2,2
SJ Benn,WI,2008-2016,24,7,4,37,13*,12.33,42,88.09,0,0,1,5,1
VD Chandra,PNM,2019-2019,3,2,0,37,26,18.50,30,123.33,0,0,0,3,3
Danish Aziz,PAK,2021-2021,2,2,0,37,22,18.50,35,105.71,0,0,0,1,1
I Danladi,NGA,2019-2019,3,2,0,37,37,18.50,38,97.36,0,0,1,4,1
JS Foster,ENG,2009-2009,5,5,2,37,14*,12.33,32,115.62,0,0,0,0,1
RM Hira,NZ,2012-2013,15,3,1,37,20*,18.50,33,112.12,0,0,0,4,1
J Hirschi,MLT,2019-2019,4,4,0,37,13,9.25,62,59.67,0,0,0,0,0
AM Kimote,TAN,2021-2021,10,5,2,37,32,12.33,31,119.35,0,0,2,4,0
S Kushretha,LUX,2020-2020,4,3,0,37,28,12.33,39,94.87,0,0,0,2,0
D Manani,ROM,2019-2021,3,2,1,37,19*,37.00,32,115.62,0,0,0,4,1
Noman Amjad,Fran,2021-2021,4,4,0,37,24,9.25,42,88.09,0,0,1,0,2
GR Russ,PHI,2019-2022,7,5,2,37,15,12.33,48,77.08,0,0,1,3,0
Sarfaraj Patel,LES,2021-2021,6,6,1,37,10*,7.40,55,67.27,0,0,0,2,0
S Sola,Samoa,2019-2019,4,3,0,37,18,12.33,36,102.77,0,0,0,1,3
BM Wheeler,NZ,2017-2018,6,4,2,37,30,18.50,28,132.14,0,0,0,3,2
Ahsan Ali,PAK,2020-2020,2,2,0,36,36,18.00,39,92.30,0,0,1,4,0
Amandeep Singh,PORT,2021-2021,4,4,2,36,18*,18.00,25,144.00,0,0,1,1,3
RJ Campbell,HKG,2016-2016,3,3,0,36,27,12.00,47,76.59,0,0,1,6,0
J Dunn,VAN,2019-2019,4,3,0,36,23,12.00,41,87.80,0,0,0,0,1
Imran Arif,Saudi,2021-2021,4,4,0,36,22,9.00,48,75.00,0,0,0,1,3
TE Kane,IRE,2015-2019,7,3,1,36,26*,18.00,23,156.52,0,0,0,5,0
OC McCoy,WI,2019-2021,13,6,2,36,23,9.00,26,138.46,0,0,1,3,3
Mohammed Qasim,UAE,2016-2017,3,3,1,36,13*,18.00,51,70.58,0,0,0,2,0
Mohsin Hub,Peru,2019-2019,4,4,1,36,16*,12.00,41,87.80,0,0,1,2,0
MMR Obili,EST,2021-2021,6,5,2,36,18,12.00,43,83.72,0,0,1,0,1
PA Patel,INDIA,2011-2011,2,2,0,36,26,18.00,32,112.50,0,0,0,4,1
M Podosky,PHI,2022-2022,5,5,1,36,20,9.00,38,94.73,0,0,1,3,1
JA Richardson,AUS,2017-2022,16,7,4,36,11,12.00,31,116.12,0,0,1,3,1
Abdul Shakoor,UAE,2015-2019,6,4,2,35,20*,17.50,40,87.50,0,0,0,3,0
Aminul Islam,BAN,2019-2021,10,7,4,35,9,11.66,41,85.36,0,0,0,4,0
STR Binny,INDIA,2015-2016,3,2,0,35,24,17.50,29,120.68,0,0,0,2,1
CD de Lange,SCOT,2015-2017,8,3,0,35,22,11.66,22,159.09,0,0,0,2,2
L Hermida,Mex,2019-2019,5,5,2,35,12,11.66,50,70.00,0,0,0,1,0
M Magagula,,2021-2021,6,4,0,35,13,8.75,56,62.50,0,0,0,3,1
VV Morea,PNG,2015-2017,5,5,0,35,19,7.00,44,79.54,0,0,1,4,0
CB Mpofu,ZIM,2008-2020,32,11,7,35,17*,8.75,43,81.39,0,0,3,3,1
D Murphy,SCOT,2013-2013,4,4,3,35,20,35.00,35,100.00,0,0,0,1,0
Nasum Ahmed,BAN,2021-2022,20,9,6,35,19*,11.66,39,89.74,0,0,2,1,2
Nazakat Ali,NOR,2019-2019,2,2,0,35,25,17.50,31,112.90,0,0,0,1,3
N Pokana,PNG,2016-2022,25,11,6,35,9,7.00,46,76.08,0,0,1,0,1
Robert Raina,THAI,2020-2020,4,4,0,35,20,8.75,68,51.47,0,0,0,3,1
Shuvagata Hom,BAN,2016-2016,5,4,2,35,16*,17.50,35,100.00,0,0,0,3,1
Arafat Sunny,BAN,2014-2016,10,6,3,34,10,11.33,30,113.33,0,0,0,3,1
Hammad Azam,PAK,2012-2013,5,4,1,34,21,11.33,34,100.00,0,0,0,3,1
J Hill,PHI,2019-2022,8,7,0,34,11,4.85,64,53.12,0,0,1,3,0
Ibrahim Nashath,Mald,2019-2021,7,6,2,34,20*,8.50,82,41.46,0,0,2,1,0
FJ Klaassen,NED,2018-2021,24,9,3,34,13,5.66,40,85.00,0,0,1,2,0
M Kpaka,SLE,2021-2021,7,6,1,34,16*,6.80,45,75.55,0,0,1,0,1
W McClintock,IRE,2021-2021,5,4,1,34,15*,11.33,38,89.47,0,0,0,4,0
Nadeem Ahmed,HKG,2014-2017,24,9,4,34,10,6.80,55,61.81,0,0,1,2,0
JD Nel,SCOT,2007-2010,10,5,2,34,13*,11.33,25,136.00,0,0,1,3,1
OL Pitcher,BMUDA,2008-2008,3,3,0,34,15,11.33,53,64.15,0,0,0,1,0
Saqib Zulfiqar,NED,2018-2019,6,4,0,34,18,8.50,43,79.06,0,0,0,1,0
A Sharafu,UAE,2020-2021,6,4,1,34,12,11.33,33,103.03,0,0,0,0,3
W Viraliliu,VAN,2019-2019,10,7,3,34,13*,8.50,26,130.76,0,0,0,3,2
RA Abolarin,NGA,2019-2021,10,5,3,33,20*,16.50,30,110.00,0,0,0,2,1
PSP Handscomb,AUS,2019-2019,2,2,1,33,20*,33.00,33,100.00,0,0,0,1,0
GO Jones,ENG,2005-2006,2,2,1,33,19,33.00,25,132.00,0,0,0,5,0
MF Maharoof,SL,2006-2016,8,5,1,33,13*,8.25,43,76.74,0,0,1,0,1
AF Milne,NZ,2010-2021,31,10,9,33,10*,33.00,33,100.00,0,0,0,1,1
Mustapha Yusuf,NGA,2021-2021,5,4,2,33,16,16.50,34,97.05,0,0,1,3,0
R Nil,SEY,2021-2021,4,2,0,33,19,16.50,27,122.22,0,0,0,2,1
I Pandey,NEPAL,2019-2019,4,4,0,33,22,8.25,50,66.00,0,0,0,5,0
RJMGM Rupasinghe,SL,2009-2009,2,2,0,33,18,16.50,39,84.61,0,0,0,2,0
Simandeep Singh,HKG,2019-2019,7,7,2,33,14*,6.60,32,103.12,0,0,0,2,0
WPUJC Vaas,SL,2006-2007,6,2,1,33,21,33.00,41,80.48,0,0,0,1,0
D Wheatley,Bhm,2022-2022,5,5,1,33,16,8.25,29,113.79,0,0,0,4,1
AA Westphal,Mex,2019-2019,5,5,0,33,24,6.60,40,82.50,0,0,0,3,0
S Williams,SLE,2021-2021,10,6,4,33,22*,16.50,40,82.50,0,0,0,3,0
Zahid Khan,SLE,2021-2021,4,4,0,33,27,8.25,32,103.12,0,0,1,3,1
Aftab Kayani,ROM,2020-2022,8,3,0,32,20,10.66,32,100.00,0,0,0,3,0
Aqib Iqbal,Aut,2019-2021,12,4,2,32,12*,16.00,39,82.05,0,0,0,1,1
WD Balaji Rao,CAN,2008-2008,4,4,1,32,22*,10.66,30,106.66,0,0,1,1,2
TS Braat,NED,2019-2021,6,3,1,32,26*,16.00,34,94.11,0,0,0,4,1
SE Findlay,WI,2008-2008,2,2,0,32,19,16.00,31,103.22,0,0,0,4,0
TG Gordon,CAN,2012-2012,3,3,0,32,23,10.66,37,86.48,0,0,0,3,0
J Jemison,Bhm,2022-2022,5,4,1,32,13,10.66,46,69.56,0,0,1,0,0
GA Lamb,ZIM,2010-2010,5,4,2,32,14*,16.00,54,59.25,0,0,1,1,0
CE McConchie,NZ,2021-2021,5,4,2,32,17*,16.00,28,114.28,0,0,2,3,0
S Movva,CAN,2021-2022,3,1,0,32,32,32.00,30,106.66,0,0,0,3,1
GH O'Brien,BMUDA,2008-2019,11,6,2,32,7*,8.00,38,84.21,0,0,1,1,2
SNJ O'Keefe,AUS,2010-2011,7,5,0,32,22,6.40,26,123.07,0,0,0,4,1
Rahmatullah Mangal,Fran,2021-2021,4,3,1,32,18,16.00,31,103.22,0,0,0,2,1
TW Samuels,Blz,2021-2021,5,5,1,32,17,8.00,43,74.41,0,0,1,2,0
KRP Silva,USA,2019-2019,2,2,0,32,25,16.00,12,266.66,0,0,0,2,3
JC Tredwell,ENG,2012-2014,17,6,3,32,22,10.66,20,160.00,0,0,1,4,1
OR Willis,Caym,2019-2022,6,5,0,32,15,6.40,70,45.71,0,0,0,0,1
JJ Wright,,2021-2021,5,5,1,32,19*,8.00,33,96.96,0,0,2,1,1
HN Ya France,NAM,2019-2022,18,10,3,32,13,4.57,37,86.48,0,0,2,2,1
R Abdulkareem,NGA,2021-2021,7,4,2,31,13*,15.50,32,96.87,0,0,0,4,0
A Ahmadhel,BUL,2019-2021,9,7,1,31,15,5.16,44,70.45,0,0,1,3,0
EF Beard,IOM,2021-2021,4,2,2,31,17*,-,23,134.78,0,0,0,2,1
TR Birt,AUS,2010-2012,4,3,0,31,17,10.33,33,93.93,0,0,0,3,1
P Chandran,Mex,2019-2019,3,3,0,31,23,10.33,47,65.95,0,0,1,2,1
JW Dernbach,ENG/ITA,2011-2021,40,10,4,31,12,5.16,32,96.87,0,0,1,4,0
R Dravid,INDIA,2011-2011,1,1,0,31,31,31.00,21,147.61,0,0,0,0,3
Ibrahim Rizan,Mald,2019-2021,12,10,3,31,9*,4.42,53,58.49,0,0,2,3,0
Jahurul Islam,BAN,2010-2013,3,3,0,31,18,10.33,23,134.78,0,0,0,3,1
Jasdeep Singh,USA,2019-2019,4,2,0,31,31,15.50,25,124.00,0,0,1,0,3
GBW Munaweera,QAT,2019-2021,16,5,3,31,8,15.50,30,103.33,0,0,0,3,0
PA Nixon,ENG,2007-2007,1,1,1,31,31*,-,22,140.90,0,0,0,2,1
H Osinde,CAN,2008-2013,11,6,2,31,17,7.75,34,91.17,0,0,0,1,2
Ali Raza,Belg,2021-2021,3,2,1,31,31*,31.00,25,124.00,0,0,1,2,1
Saqlain Ali,Belg,2019-2021,6,4,1,31,26*,10.33,52,59.61,0,0,0,3,0
JK Theodore,Ghana,2021-2021,11,5,1,31,13,7.75,33,93.93,0,0,1,3,1
P Abanda,CAM,2021-2021,4,4,0,30,13,7.50,56,53.57,0,0,0,6,0
TA Boult,NZ,2013-2021,44,11,6,30,8,6.00,40,75.00,0,0,1,2,0
D Cato,Caym,2019-2019,3,3,0,30,20,10.00,59,50.84,0,0,0,2,0
JC Darji,TAN,2021-2021,7,6,0,30,16,5.00,44,68.18,0,0,3,4,0
