name,country,average,strike_rate,boundary_per_ball,boundary_index,finishing_index,runs_without_boundary_index,big_match_index,prelim_metric,pre-rank
Nadeem Ahmed,HKG,6.8,61.81,0.036,0.222,0.444,2.889,0.0,4.203,Poor
JD Nel,SCOT,11.33,136.0,0.16,0.8,0.4,3.2,0.0,15.409,Poor
Saqib Zulfiqar,NED,8.5,79.06,0.023,0.25,0.0,7.5,0.0,6.72,Poor
A Sharafu,UAE,11.33,103.03,0.091,0.75,0.25,4.0,0.0,11.673,Poor
W Viraliliu,VAN,8.5,130.76,0.192,0.714,0.429,1.429,0.0,11.115,Poor
RA Abolarin,NGA,16.5,110.0,0.1,0.6,0.6,3.8,0.0,18.15,Poor
MF Maharoof,SL,8.25,76.74,0.023,0.2,0.2,5.4,0.0,6.331,Poor
AF Milne,NZ,33.0,100.0,0.061,0.2,0.9,2.3,0.0,33.0,Poor
Mustapha Yusuf,NGA,16.5,97.05,0.088,0.75,0.5,5.25,0.0,16.013,Poor
I Pandey,NEPAL,8.25,66.0,0.1,1.25,0.0,3.25,0.0,5.445,Poor
Simandeep Singh,HKG,6.6,103.12,0.062,0.286,0.286,3.571,0.0,6.806,Poor
D Wheatley,BHM,8.25,113.79,0.172,1.0,0.2,2.2,0.0,9.388,Poor
AA Westphal,MEX,6.6,82.5,0.075,0.6,0.0,4.2,0.0,5.445,Poor
S Williams,SLE,16.5,82.5,0.075,0.5,0.667,3.5,0.0,13.612,Poor
Zahid Khan,SLE,8.25,103.12,0.125,1.0,0.0,3.75,0.0,8.507,Poor
Aqib Iqbal,AUT,16.0,82.05,0.051,0.5,0.5,5.5,0.0,13.128,Poor
J Jemison,BHM,10.66,69.56,0.0,0.0,0.25,8.0,0.0,7.415,Poor
GA Lamb,ZIM,16.0,59.25,0.019,0.25,0.5,7.0,0.0,9.48,Poor
CE McConchie,NZ,16.0,114.28,0.107,0.75,0.5,5.0,0.0,18.285,Poor
GH O'Brien,BMUDA,8.0,84.21,0.079,0.5,0.333,2.667,0.0,6.737,Poor
SNJ O'Keefe,AUS,6.4,123.07,0.192,1.0,0.0,2.0,0.0,7.876,Poor
OR Willis,CAYM,6.4,45.71,0.014,0.2,0.0,5.2,0.0,2.925,Poor
HN Ya France,NAM,4.57,86.48,0.081,0.3,0.3,1.8,0.0,3.952,Poor
R Abdulkareem,NGA,15.5,96.87,0.125,1.0,0.5,3.75,0.0,15.015,Poor
A Ahmadhel,BUL,5.16,70.45,0.068,0.429,0.143,2.714,0.0,3.635,Poor
Ibrahim Rizan,MALD,4.42,58.49,0.057,0.3,0.3,1.9,0.0,2.585,Poor
GBW Munaweera,QAT,15.5,103.33,0.1,0.6,0.6,3.8,0.0,16.016,Poor
H Osinde,CAN,7.75,91.17,0.088,0.5,0.333,2.5,0.0,7.066,Poor
Saqlain Ali,BELG,10.33,59.61,0.058,0.75,0.25,4.75,0.0,6.158,Poor
JK Theodore,GHANA,7.75,93.93,0.121,0.8,0.2,2.6,0.0,7.28,Poor
P Abanda,CAM,7.5,53.57,0.107,1.5,0.0,1.5,0.0,4.018,Poor
TA Boult,NZ,6.0,75.0,0.05,0.182,0.545,2.0,0.0,4.5,Poor
E Ernest,SLE,6.0,60.0,0.04,0.286,0.286,3.143,0.0,3.6,Poor
WW Hinds,WI,7.5,73.17,0.073,0.6,0.2,3.6,0.0,5.488,Poor
Sharafuddin Ashraf,AFG,7.5,90.9,0.061,0.333,0.333,3.333,0.0,6.818,Poor
SR Mohan,SEY,9.66,55.76,0.038,0.4,0.4,4.2,0.0,5.386,Poor
SH Obed,VAN,5.8,70.73,0.024,0.143,0.286,3.571,0.0,4.102,Poor
C Pengkumta,THAI,14.5,70.73,0.049,0.5,0.5,5.25,0.0,10.256,Poor
S Rossi,ARG,9.66,107.4,0.111,0.75,0.25,3.75,0.0,10.375,Poor
Ahsan Malik,NED,9.33,93.33,0.067,0.25,0.625,2.25,0.0,8.708,Poor
KK Ahuja,MEX,4.0,56.0,0.04,0.286,0.0,2.571,0.0,2.24,Poor
G Bakiweyem,GHANA,14.0,70.0,0.0,0.0,0.667,4.667,0.0,9.8,Poor
R Goodwin,PHI,4.0,50.9,0.018,0.111,0.222,2.667,0.0,2.036,Poor
EJB Miles,JER,14.0,90.32,0.032,0.25,0.5,6.0,0.0,12.645,Poor
Muhammad Wafiq,MAL,7.0,87.5,0.094,0.5,0.333,2.0,0.0,6.125,Poor
Muslim Yar,GER,9.33,93.33,0.067,0.5,0.25,4.5,0.0,8.708,Poor
A Nehra,INDIA,5.6,71.79,0.077,0.6,0.0,2.4,0.0,4.02,Poor
B Niaz,BELG,9.33,32.18,0.0,0.0,0.25,7.0,0.0,3.002,Poor
R Pillai,GER,7.0,63.63,0.023,0.2,0.2,4.8,0.0,4.454,Poor
Ahmed Wardak,GER,13.5,71.05,0.026,0.25,0.5,5.75,0.0,9.592,Poor
BJ Davidson,SRB,6.75,58.69,0.087,1.0,0.0,2.75,0.0,3.962,Poor
Imal Zuwak,SWE,9.0,45.76,0.017,0.25,0.25,5.75,0.0,4.118,Poor
OE Olaleye,NGA,5.4,77.14,0.143,1.0,0.0,1.4,0.0,4.166,Poor
S Sengupta,CZK-R,9.0,108.0,0.12,0.75,0.25,3.75,0.0,9.72,Poor
Shapoor Zadran,AFG,3.85,41.53,0.046,0.231,0.462,0.692,0.0,1.599,Poor
P Florin,ROM,8.66,83.87,0.065,0.25,0.625,2.25,0.0,7.263,Poor
TJ Murtagh,IRE,13.0,104.0,0.04,0.2,0.6,4.0,0.0,13.52,Poor
LN Oluoch,KENYA,8.66,78.78,0.061,0.333,0.5,3.0,0.0,6.822,Poor
E Otieno,KENYA,4.33,50.0,0.019,0.1,0.4,2.0,0.0,2.165,Poor
L Shafeeg,MALD,8.66,96.29,0.111,0.6,0.4,2.4,0.0,8.339,Poor
MB Tambe,FIN,8.66,89.65,0.069,0.286,0.571,2.571,0.0,7.764,Poor
Bilal Khan,OMA,4.16,59.52,0.024,0.059,0.647,1.235,0.0,2.476,Poor
CRD Fernando,SL,5.0,92.59,0.148,0.571,0.286,1.286,0.0,4.63,Poor
Hassan Mehmood,SWE,12.5,80.64,0.032,0.2,0.6,3.8,0.0,10.08,Poor
Raza-ur-Rehman,CAN,6.25,86.2,0.103,0.75,0.0,3.25,0.0,5.388,Poor
A Srivastav,CHILE,6.25,67.56,0.054,0.5,0.0,4.25,0.0,4.222,Poor
LA Collado,GIBR,12.0,58.53,0.024,0.2,0.6,4.0,0.0,7.024,Poor
Jagjit Singh,PERU,6.0,80.0,0.033,0.25,0.0,5.0,0.0,4.8,Poor
B Regmi,NEPAL,3.42,42.85,0.036,0.182,0.364,1.455,0.0,1.465,Poor
P Useni,NGA,24.0,75.0,0.062,0.25,0.875,2.0,0.0,18.0,Poor
DL Brangman,BMUDA,11.5,92.0,0.12,0.75,0.5,2.25,0.0,10.58,Poor
MV Matsau,LES,7.66,82.14,0.071,0.4,0.4,3.0,0.0,6.292,Poor
Shafiul Islam,BAN,4.6,69.69,0.061,0.333,0.167,2.167,0.0,3.206,Poor
Abdur Rehman,PAK,11.0,75.86,0.0,0.0,0.6,4.4,0.0,8.345,Poor
C Brennan,JER,7.33,66.66,0.03,0.25,0.25,4.0,0.0,4.886,Poor
S Mahmood,ENG,7.33,78.57,0.071,0.286,0.571,2.0,0.0,5.759,Poor
BM Scholtz,NAM,11.0,57.89,0.026,0.111,0.778,2.0,0.0,6.368,Poor
LA Simango,MOZ,22.0,70.96,0.065,0.4,0.8,2.8,0.0,15.611,Poor
MR Gillespie,NZ,10.5,72.41,0.0,0.0,0.667,3.5,0.0,7.603,Poor
R Hekure,PNG,3.5,63.63,0.03,0.143,0.143,2.429,0.0,2.227,Poor
Mohammad Sami,PAK,21.0,70.0,0.067,0.5,0.75,3.25,0.0,14.7,Poor
SJS Smith,SCOT,7.0,52.5,0.025,0.25,0.25,4.25,0.0,3.675,Poor
MS Graham,BHM,4.0,52.63,0.026,0.167,0.167,2.667,0.0,2.105,Poor
Z Groenewald,NAM,6.66,57.14,0.0,0.0,0.25,5.0,0.0,3.806,Poor
Rubel Hossain,BAN,4.0,55.55,0.028,0.067,0.667,1.067,0.0,2.222,Poor
LV van Beek,NED,5.0,71.42,0.0,0.0,0.333,3.333,0.0,3.571,Poor
CJ Dala,SA,19.0,67.85,0.036,0.25,0.75,3.75,0.0,12.891,Poor
Jaspreet Singh,ITA,4.75,70.37,0.037,0.25,0.0,3.75,0.0,3.343,Poor
A Kirschbaum,ARG,3.8,55.88,0.029,0.167,0.167,2.5,0.0,2.123,Poor
TL Chatara,ZIM,4.5,66.66,0.037,0.167,0.333,2.333,0.0,3.0,Poor
SS Cottrell,WI,4.5,62.06,0.069,0.2,0.6,1.0,0.0,2.793,Poor
P Suanchuai,THAI,6.0,50.0,0.028,0.25,0.25,3.0,0.0,3.0,Poor
Raza Hasan,PAK,13.0,72.0,0.08,0.5,1.0,2.5,0.0,9.36,Poor
Awais Malik,QAT,2.42,62.96,0.037,0.143,0.0,1.857,0.0,1.524,Poor
D Bishoo,WI,8.5,58.62,0.069,0.5,0.5,2.25,0.0,4.983,Poor
R Davson,BHM,4.25,53.12,0.0,0.0,0.2,3.4,0.0,2.258,Poor
A Djorovic,SRB,8.5,47.22,0.028,0.2,0.6,2.6,0.0,4.014,Poor
H Hiri,PNG,3.4,56.66,0.033,0.2,0.0,2.6,0.0,1.926,Poor
HA Jackson,FRAN,5.66,60.71,0.036,0.25,0.25,3.25,0.0,3.436,Poor
Khurram Shahzad,QAT,4.25,58.62,0.069,0.4,0.2,1.8,0.0,2.491,Poor
S Kizilkaya,TKY,4.25,60.71,0.107,0.75,0.0,1.25,0.0,2.58,Poor
ZE Matsinhe,MOZ,4.25,65.38,0.038,0.167,0.333,1.833,0.0,2.779,Poor
B Muzarabani,ZIM,4.25,65.38,0.115,0.333,0.556,0.556,0.0,2.779,Poor
I Tchakou,CAM,4.25,42.5,0.025,0.25,0.0,3.25,0.0,1.806,Poor
Abdullah Sheikh,NOR,5.33,64.0,0.04,0.25,0.25,3.0,0.0,3.411,Poor
IKO Aboagye,GHANA,4.0,43.24,0.0,0.0,0.0,4.0,0.0,1.73,Poor
P Arrighi,ARG,4.0,34.78,0.0,0.0,0.0,4.0,0.0,1.391,Poor
SDJJ Dima,MOZ,3.2,44.44,0.0,0.0,0.0,3.2,0.0,1.422,Poor
M Fru,CAM,4.0,51.61,0.032,0.25,0.0,3.0,0.0,2.064,Poor
FJ Mpegna,CAM,8.0,64.0,0.12,0.75,0.5,0.5,0.0,5.12,Poor
KR Ebanks,CAYM,3.75,55.55,0.037,0.25,0.0,2.75,0.0,2.083,Poor
AC Kose,TKY,3.75,45.45,0.091,0.75,0.0,0.75,0.0,1.704,Poor
Nasrulla Rana,HKG,3.75,57.69,0.0,0.0,0.333,2.5,0.0,2.163,Poor
RW Price,ZIM,3.0,53.57,0.036,0.111,0.444,1.222,0.0,1.607,Poor
R Rampaul,WI,7.5,51.72,0.0,0.0,0.714,2.143,0.0,3.879,Poor
Rizwan Mangera,PNM,5.0,40.54,0.054,0.5,0.25,1.75,0.0,2.027,Poor
AO Suji,KENYA,5.0,51.72,0.0,0.0,0.4,3.0,0.0,2.586,Poor
G Dutta,MEX,2.33,50.0,0.036,0.167,0.0,1.667,0.0,1.165,Poor
VD Philander,SA,3.5,50.0,0.0,0.0,0.0,3.5,0.0,1.75,Poor
Saqlain Haider,UAE,3.5,40.0,0.0,0.0,0.2,2.8,0.0,1.4,Poor
SP Gauchan,NEPAL,4.33,30.23,0.0,0.0,0.4,2.6,0.0,1.309,Poor
EB Ringera,KENYA,2.16,50.0,0.0,0.0,0.0,2.167,0.0,1.08,Poor
H Helva,TKY,3.0,48.0,0.08,0.5,0.0,1.0,0.0,1.44,Poor
Apon Mustafizur,SRB,2.75,29.72,0.054,0.5,0.0,0.75,0.0,0.817,Poor
W Uisuk,THAI,2.75,27.5,0.025,0.25,0.0,1.75,0.0,0.756,Poor
I Katzarski,BUL,2.25,32.14,0.0,0.0,0.0,2.25,0.0,0.723,Poor
JD Freyone,GIBR,2.0,27.58,0.0,0.0,0.0,2.0,0.0,0.552,Poor
